Auth_ID,Date Authorisation,Cust ID,Amount,Date Procedure,Region,Vulnerable,Notes
9000422,09/06/2020,1176,87.77,23/08/2020,South,FALSE,
9000423,10/06/2020,3196,29.68,07/07/2020,West,FALSE,
9000424,10/06/2020,3614,-32.12,17/08/2020,West,FALSE,
9000425,10/06/2020,1406,-7.35,15/08/2020,South,FALSE,
9000426,10/06/2020,2162,52.59,17/09/2020,West,FALSE,
9000427,10/06/2020,2705,49.61,16/07/2020,South,FALSE,
9000428,10/06/2020,1637,19.81,31/08/2020,London,FALSE,
9000429,10/06/2020,3910,-2.56,06/07/2020,North,FALSE,
9000430,10/06/2020,2537,54.37,21/07/2020,East,FALSE,
9000431,10/06/2020,1228,-14.82,06/07/2020,East,FALSE,
9000432,10/06/2020,3834,28.66,07/08/2020,London,FALSE,
9000433,10/06/2020,1995,64.3,06/08/2020,South,FALSE,
9000434,10/06/2020,1894,31,18/06/2020,South,FALSE,
9000435,10/06/2020,2509,21.27,15/09/2020,North,FALSE,
9000436,10/06/2020,2022,-3.57,03/07/2020,West,FALSE,
9000437,10/06/2020,1127,38.73,25/08/2020,London,FALSE,
9000438,10/06/2020,2931,37.44,27/08/2020,West,FALSE,
9000439,10/06/2020,3079,49.72,03/07/2020,West,FALSE,
9000440,10/06/2020,2458,93.41,01/08/2020,London,FALSE,
9000441,10/06/2020,3864,-5.46,06/07/2020,London,FALSE,
9000442,10/06/2020,2707,38.04,19/06/2020,East,FALSE,
9000443,11/06/2020,2280,6.08,09/07/2020,East,FALSE,
9000444,11/06/2020,2555,44.37,22/07/2020,North,FALSE,
9000445,11/06/2020,2343,47.81,22/06/2020,East,,
9000446,11/06/2020,2934,27.97,10/08/2020,West,FALSE,
9000447,11/06/2020,1046,52.29,18/07/2020,London,FALSE,
9000448,11/06/2020,2978,4.61,17/08/2020,London,FALSE,
9000449,11/06/2020,3470,73.42,10/08/2020,London,FALSE,
9000450,11/06/2020,1768,58.07,06/07/2020,South,FALSE,
9000451,11/06/2020,1621,2.97,03/08/2020,South,FALSE,
9000452,11/06/2020,1891,-25.51,21/07/2020,North,FALSE,
9000453,11/06/2020,3368,49.66,15/08/2020,South,FALSE,
9000454,11/06/2020,3880,39.15,26/07/2020,West,FALSE,
9000455,11/06/2020,2325,11.39,22/07/2020,West,FALSE,
9000456,11/06/2020,1093,53.36,17/07/2020,North,FALSE,
9000457,11/06/2020,3685,37.63,02/09/2020,London,FALSE,
9000458,11/06/2020,2805,52.27,08/07/2020,South,FALSE,
9000459,11/06/2020,2364,-3.34,07/08/2020,West,FALSE,
9000460,11/06/2020,3963,37.17,13/06/2020,South,FALSE,
9000461,11/06/2020,3327,3.96,04/09/2020,South,FALSE,
9000462,11/06/2020,3341,27.34,17/09/2020,London,FALSE,
9000463,12/06/2020,3470,0.21,27/06/2020,London,FALSE,
9000464,12/06/2020,3311,31.04,13/07/2020,London,FALSE,
9000465,12/06/2020,2613,17.14,03/09/2020,London,FALSE,
9000466,12/06/2020,2744,2.25,06/07/2020,London,FALSE,
9000467,12/06/2020,3857,16.37,16/09/2020,South,FALSE,
9000468,12/06/2020,3248,-5.29,21/07/2020,East,FALSE,
9000469,12/06/2020,1503,15,21/07/2020,East,FALSE,
9000470,12/06/2020,1143,88.1,24/06/2020,East,FALSE,
9000471,12/06/2020,1331,89.49,20/09/2020,North,FALSE,
9000472,12/06/2020,2855,-2.25,21/08/2020,South,FALSE,
9000473,12/06/2020,2924,36.04,20/08/2020,East,FALSE,
9000474,12/06/2020,3208,40.31,30/08/2020,North,FALSE,
9000475,12/06/2020,1748,33.11,01/09/2020,West,FALSE,
9000476,12/06/2020,3627,17.02,10/08/2020,East,FALSE,
9000477,12/06/2020,1250,47.25,18/07/2020,London,FALSE,
9000478,12/06/2020,1368,8.97,21/08/2020,London,FALSE,
9000479,12/06/2020,3139,28.03,20/07/2020,West,FALSE,
9000480,12/06/2020,1970,79.41,07/08/2020,London,FALSE,
9000481,13/06/2020,3296,80.82,09/07/2020,West,FALSE,
9000482,13/06/2020,3013,-9.87,15/07/2020,London,FALSE,
9000483,13/06/2020,3562,-12.05,27/06/2020,East,FALSE,
9000484,13/06/2020,1695,58.2,05/08/2020,West,FALSE,
9000485,13/06/2020,1674,21.4,10/07/2020,West,FALSE,
9000486,13/06/2020,3120,44.49,09/09/2020,South,FALSE,
9000487,13/06/2020,2219,12.58,21/09/2020,North,FALSE,
9000488,13/06/2020,1011,71.87,27/08/2020,East,FALSE,
9000489,13/06/2020,1715,32.79,24/08/2020,North,FALSE,
9000490,13/06/2020,1083,-45,13/07/2020,London,FALSE,
9000491,13/06/2020,3549,-7.25,14/06/2020,London,FALSE,
9000492,13/06/2020,3865,62.24,18/09/2020,South,FALSE,
9000493,13/06/2020,2542,33.09,17/06/2020,South,FALSE,
9000494,13/06/2020,3703,37.62,03/09/2020,West,FALSE,
9000495,13/06/2020,3019,106.45,12/07/2020,East,FALSE,
9000496,13/06/2020,1108,49.2,25/07/2020,East,FALSE,
9000497,13/06/2020,2872,-24.98,18/09/2020,West,FALSE,
9000498,13/06/2020,1972,-15.73,28/08/2020,East,FALSE,
9000499,13/06/2020,3976,64.6,27/07/2020,London,FALSE,
9000500,13/06/2020,1136,101.13,08/08/2020,West,FALSE,
9000501,14/06/2020,3110,11.21,15/06/2020,East,FALSE,
9000502,14/06/2020,1883,-13.01,09/08/2020,East,FALSE,
9000503,14/06/2020,2013,56.76,21/08/2020,London,FALSE,
9000504,14/06/2020,1325,1.86,31/08/2020,East,FALSE,
9000505,14/06/2020,3269,39.35,28/08/2020,West,FALSE,
9000506,14/06/2020,3654,11.35,29/08/2020,East,FALSE,
9000507,14/06/2020,1533,32.15,05/08/2020,South,FALSE,
9000508,14/06/2020,2528,21.94,30/07/2020,London,FALSE,
9000509,14/06/2020,1190,36.81,30/08/2020,South,FALSE,
9000510,14/06/2020,3000,37.31,09/09/2020,West,FALSE,
9000511,14/06/2020,3453,38.71,06/09/2020,North,FALSE,
9000512,14/06/2020,2829,1.7,29/08/2020,East,FALSE,
9000513,14/06/2020,1461,59.05,20/09/2020,West,FALSE,
9000514,14/06/2020,3407,18.51,21/06/2020,North,FALSE,
9000515,14/06/2020,3229,71.74,20/09/2020,South,FALSE,
9000516,14/06/2020,2295,-4.5,04/08/2020,North,FALSE,
9000517,14/06/2020,3152,89.21,09/08/2020,North,FALSE,
9000518,14/06/2020,2541,13.51,29/06/2020,West,FALSE,
9000519,15/06/2020,3923,62.95,20/06/2020,North,FALSE,
9000520,15/06/2020,3579,29.77,20/08/2020,East,FALSE,
9000521,15/06/2020,3494,-14.86,26/07/2020,East,FALSE,
9000522,15/06/2020,3122,49.34,06/08/2020,North,FALSE,
9000523,15/06/2020,1341,75.2,31/07/2020,South,FALSE,
9000524,15/06/2020,3383,-6.99,19/09/2020,London,FALSE,
9000525,15/06/2020,3710,22.11,03/08/2020,London,FALSE,
9000526,15/06/2020,3998,66.75,17/09/2020,London,FALSE,
9000527,15/06/2020,3666,106.92,20/07/2020,North,FALSE,
9000528,15/06/2020,3928,56.61,12/07/2020,North,FALSE,
9000529,15/06/2020,3172,62.28,18/09/2020,London,FALSE,
9000530,15/06/2020,3515,-30.14,21/06/2020,East,FALSE,
9000531,15/06/2020,2188,-23.1,07/08/2020,London,FALSE,
9000532,15/06/2020,3635,-2.22,04/08/2020,London,FALSE,
9000533,15/06/2020,1120,7.58,01/08/2020,South,FALSE,
9000534,15/06/2020,2839,26.87,19/09/2020,South,FALSE,
9000535,15/06/2020,3773,30.42,23/06/2020,London,FALSE,
9000536,15/06/2020,1114,37.98,11/09/2020,North,FALSE,
9000537,15/06/2020,3432,-1.56,07/09/2020,South,FALSE,
9000538,15/06/2020,3672,48.27,02/08/2020,London,FALSE,
9000539,16/06/2020,1869,-12.53,27/07/2020,West,FALSE,
9000540,16/06/2020,3232,15.7,21/09/2020,East,FALSE,
9000541,16/06/2020,1106,-1.19,22/08/2020,North,FALSE,
9000542,16/06/2020,3589,17.38,20/07/2020,East,FALSE,
9000543,16/06/2020,1914,20.13,,West,FALSE,
9000544,16/06/2020,3434,36.46,11/09/2020,North,FALSE,
9000545,16/06/2020,2268,22.73,03/09/2020,North,FALSE,
9000546,16/06/2020,2942,51.01,07/07/2020,North,FALSE,
9000547,16/06/2020,1220,26.06,31/07/2020,North,FALSE,
9000548,16/06/2020,2351,40.32,11/09/2020,North,FALSE,
9000549,16/06/2020,3434,42.17,13/08/2020,North,FALSE,
9000550,16/06/2020,3670,81.03,10/07/2020,West,FALSE,
9000551,16/06/2020,2623,0.65,19/07/2020,West,FALSE,
9000552,16/06/2020,2518,30.13,23/06/2020,West,FALSE,
9000553,16/06/2020,2363,-7.85,09/08/2020,London,FALSE,
9000554,16/06/2020,3121,39.2,,North,FALSE,
9000555,16/06/2020,2234,30.06,,West,FALSE,
9000556,16/06/2020,3765,-9.73,,South,FALSE,
9000557,16/06/2020,3323,5.83,,London,FALSE,
9000558,16/06/2020,3353,18.16,19/08/2020,East,FALSE,
9000559,17/06/2020,2662,37.93,07/07/2020,London,FALSE,
9000560,17/06/2020,1640,23.64,21/07/2020,London,FALSE,
9000561,17/06/2020,3105,36.8,22/07/2020,North,FALSE,
9000562,17/06/2020,2616,1.92,03/08/2020,North,FALSE,
9000563,17/06/2020,1789,23.12,18/07/2020,London,FALSE,
9000564,17/06/2020,3937,68.38,13/07/2020,East,FALSE,
9000565,17/06/2020,3176,12.91,20/08/2020,North,FALSE,
9000566,17/06/2020,1533,54.43,01/07/2020,South,FALSE,
9000567,17/06/2020,2886,-11.42,13/09/2020,North,FALSE,
9000568,17/06/2020,2597,38.62,29/06/2020,East,FALSE,
9000569,17/06/2020,3869,30.62,13/07/2020,East,FALSE,
9000569,17/06/2020,1121,-30.62,11/09/2020,East,FALSE,
9000570,17/06/2020,2202,25.21,11/09/2020,East,FALSE,
9000571,17/06/2020,1325,0.63,08/09/2020,East,FALSE,
9000572,17/06/2020,1713,30.33,25/09/2020,London,FALSE,
9000573,17/06/2020,1636,-2.22,03/07/2020,South,FALSE,
9000574,17/06/2020,3953,34.15,25/09/2020,East,FALSE,
9000575,17/06/2020,3239,47.15,08/07/2020,East,FALSE,
9000576,17/06/2020,3864,39.47,19/07/2020,London,FALSE,
9000577,17/06/2020,2045,77.06,07/08/2020,West,FALSE,
9000578,18/06/2020,3501,0.26,19/08/2020,North,FALSE,
9000579,18/06/2020,3474,17.5,17/09/2020,North,FALSE,
9000580,18/06/2020,2112,41.85,25/07/2020,South,FALSE,
9000581,18/06/2020,2560,29.8,24/07/2020,West,FALSE,
9000582,18/06/2020,2104,72.67,15/09/2020,South,FALSE,
9000583,18/06/2020,2730,44.8,11/08/2020,London,FALSE,
9000584,18/06/2020,1695,54.01,25/07/2020,West,FALSE,
9000585,18/06/2020,1499,-2.47,17/09/2020,South,FALSE,
9000586,18/06/2020,3054,48.81,16/09/2020,East,FALSE,
9000587,18/06/2020,3954,0.96,16/07/2020,South,FALSE,
9000588,18/06/2020,2977,-2.56,29/06/2020,South,FALSE,
9000589,18/06/2020,3507,0.64,15/09/2020,North,FALSE,
9000590,18/06/2020,2237,7.24,17/08/2020,North,FALSE,
9000591,18/06/2020,2139,26.63,17/09/2020,London,FALSE,
9000592,18/06/2020,2096,75.87,12/09/2020,London,FALSE,
9000593,18/06/2020,1933,44.61,27/08/2020,East,FALSE,
9000594,18/06/2020,2425,20.38,18/07/2020,West,FALSE,
9000595,18/06/2020,1851,35.76,14/09/2020,East,FALSE,
9000596,18/06/2020,1420,9.08,02/09/2020,South,FALSE,
9000597,19/06/2020,3233,70.67,01/08/2020,East,FALSE,
9000598,19/06/2020,3434,-4.57,22/06/2020,North,FALSE,
9000599,19/06/2020,1770,23.11,15/08/2020,North,FALSE,
9000600,19/06/2020,2931,16.07,25/08/2020,West,FALSE,
9000601,19/06/2020,3833,26.42,26/08/2020,London,FALSE,
9000602,19/06/2020,2491,-30.64,04/08/2020,West,FALSE,
9000603,19/06/2020,1000,28.57,17/08/2020,South,FALSE,
9000604,19/06/2020,3213,41.26,09/07/2020,West,FALSE,
9000605,19/06/2020,2161,65.79,15/09/2020,North,FALSE,
9000606,19/06/2020,2057,-60.46,02/09/2020,West,FALSE,
9000607,19/06/2020,1261,37.47,06/09/2020,West,FALSE,
9000608,19/06/2020,2137,1.01,09/07/2020,North,FALSE,
9000609,19/06/2020,1017,83.3,21/07/2020,London,FALSE,
9000610,19/06/2020,2855,54.85,31/07/2020,South,FALSE,
9000611,19/06/2020,2303,77.34,02/07/2020,South,FALSE,
9000612,19/06/2020,1702,3.21,18/08/2020,West,FALSE,
9000613,19/06/2020,2553,12.37,29/07/2020,London,FALSE,
9000614,19/06/2020,1281,74.35,27/08/2020,North,FALSE,
9000615,19/06/2020,2867,44.08,12/09/2020,South,FALSE,
9000616,19/06/2020,1600,0.25,10/07/2020,East,FALSE,
9000617,19/06/2020,1247,16.76,28/08/2020,West,FALSE,
9000618,20/06/2020,1056,51.11,04/08/2020,North,FALSE,
9000619,20/06/2020,1291,23.11,01/09/2020,West,FALSE,
9000620,20/06/2020,2926,49.75,11/08/2020,East,FALSE,
9000621,20/06/2020,2072,59.14,12/08/2020,South,FALSE,
9000622,20/06/2020,2154,23.39,31/07/2020,London,FALSE,
9000623,20/06/2020,3229,48.15,04/08/2020,South,FALSE,
9000624,20/06/2020,2681,80.63,09/08/2020,West,FALSE,
9000625,20/06/2020,2990,-13.07,19/08/2020,East,FALSE,
9000626,20/06/2020,3992,27.35,12/07/2020,South,FALSE,
9000627,20/06/2020,2301,61.02,25/06/2020,West,FALSE,
9000628,20/06/2020,3688,81.96,30/08/2020,South,FALSE,
9000629,20/06/2020,2413,16.65,24/06/2020,South,FALSE,
9000630,20/06/2020,1311,23.94,29/08/2020,South,FALSE,
9000631,20/06/2020,1598,39.49,01/07/2020,West,FALSE,
9000632,20/06/2020,1324,4.74,15/07/2020,South,FALSE,
9000633,20/06/2020,2522,38.86,26/06/2020,North,FALSE,
9000634,20/06/2020,2791,35.04,01/08/2020,West,FALSE,
9000635,20/06/2020,1170,56.65,30/06/2020,East,FALSE,
9000636,20/06/2020,3918,46.52,12/09/2020,North,FALSE,
9000637,21/06/2020,3251,-1.81,07/08/2020,London,FALSE,
9000638,21/06/2020,2869,35.55,24/07/2020,South,FALSE,
9000639,21/06/2020,3168,57.28,05/09/2020,East,FALSE,
9000640,21/06/2020,3670,10.69,16/08/2020,West,FALSE,
9000641,21/06/2020,2212,1.94,22/09/2020,East,FALSE,
9000642,21/06/2020,1386,26.4,11/07/2020,North,FALSE,
9000643,21/06/2020,2369,60.41,24/08/2020,South,FALSE,
9000644,21/06/2020,3781,-5.26,09/08/2020,North,FALSE,
9000645,21/06/2020,2561,7.32,01/08/2020,East,FALSE,
9000646,21/06/2020,3414,104.47,23/08/2020,London,FALSE,
9000647,21/06/2020,1201,73.57,18/07/2020,North,FALSE,
9000648,21/06/2020,1079,63.93,13/07/2020,West,FALSE,
9000649,21/06/2020,2387,37.85,22/07/2020,West,FALSE,
9000650,21/06/2020,1610,28.8,06/07/2020,South,FALSE,
9000651,21/06/2020,2000,19.65,13/09/2020,East,FALSE,
9000652,21/06/2020,2293,4.84,22/09/2020,North,FALSE,
9000653,21/06/2020,3291,-18.36,21/09/2020,North,FALSE,
9000654,21/06/2020,2640,4.67,26/06/2020,South,FALSE,
9000655,21/06/2020,1240,25.04,11/09/2020,London,FALSE,
9000656,22/06/2020,1513,27.74,19/07/2020,West,FALSE,
9000657,22/06/2020,2451,-7.77,21/07/2020,West,FALSE,
9000658,22/06/2020,3336,50.83,06/08/2020,East,FALSE,
9000659,22/06/2020,1982,67.8,05/09/2020,North,FALSE,
9000660,22/06/2020,1808,3.35,06/09/2020,West,FALSE,
9000661,22/06/2020,2659,53.58,20/07/2020,North,,
9000662,22/06/2020,1488,29.67,27/07/2020,London,FALSE,
9000663,22/06/2020,1781,82.46,26/07/2020,East,FALSE,
9000664,22/06/2020,1809,32.98,11/07/2020,East,FALSE,
9000665,22/06/2020,1449,17.63,16/08/2020,South,FALSE,
9000666,22/06/2020,2895,5.37,17/08/2020,North,FALSE,
9000667,22/06/2020,3214,72.39,26/08/2020,London,FALSE,
9000668,22/06/2020,2584,2.6,26/09/2020,London,FALSE,
9000669,22/06/2020,3090,6.22,06/08/2020,West,FALSE,
9000670,22/06/2020,1729,60.71,16/07/2020,East,FALSE,
9000671,22/06/2020,1333,29.33,10/08/2020,East,FALSE,
9000672,22/06/2020,2142,23.41,25/07/2020,West,FALSE,
9000673,22/06/2020,2115,12.87,27/07/2020,West,FALSE,
9000674,22/06/2020,3509,97.49,03/09/2020,West,FALSE,
9000675,22/06/2020,3082,32.87,26/09/2020,West,FALSE,
9000676,23/06/2020,3191,41.22,08/07/2020,East,FALSE,
9000677,23/06/2020,2705,-9.42,21/08/2020,South,FALSE,
9000678,23/06/2020,3484,62.32,14/09/2020,London,FALSE,
9000679,23/06/2020,2494,39.68,03/07/2020,London,FALSE,
9000680,23/06/2020,3978,9.59,09/07/2020,North,FALSE,
9000681,23/06/2020,3747,13.87,22/09/2020,North,FALSE,
9000682,23/06/2020,3701,33.46,30/09/2020,London,FALSE,
9000683,23/06/2020,3970,-14.1,01/07/2020,East,TRUE,
9000684,23/06/2020,3657,15.27,12/08/2020,West,FALSE,
9000685,23/06/2020,3014,0.41,10/08/2020,London,FALSE,
9000686,23/06/2020,1114,29.72,17/07/2020,North,FALSE,
9000687,23/06/2020,3412,44.66,26/06/2020,North,FALSE,
9000688,23/06/2020,2990,0.6,16/09/2020,East,FALSE,
9000689,23/06/2020,3477,48.37,19/09/2020,East,FALSE,
9000690,23/06/2020,1718,40.53,14/07/2020,South,FALSE,
9000691,23/06/2020,2714,60.87,28/06/2020,West,FALSE,
9000692,23/06/2020,3922,32.03,14/09/2020,North,FALSE,
9000693,23/06/2020,3099,33.77,24/09/2020,East,FALSE,
9000694,23/06/2020,2559,35.24,30/06/2020,West,FALSE,
9000695,23/06/2020,1325,-14.2,16/09/2020,East,FALSE,
9000696,23/06/2020,3117,69.02,05/08/2020,North,FALSE,
9000697,24/06/2020,3449,34.45,07/07/2020,North,FALSE,
9000698,24/06/2020,1156,19.49,26/07/2020,London,FALSE,
9000699,24/06/2020,3242,-41.08,09/08/2020,South,FALSE,
9000700,24/06/2020,2222,-4.42,03/07/2020,London,FALSE,
9000701,24/06/2020,3240,8.21,29/07/2020,East,FALSE,
9000702,24/06/2020,1857,56.23,29/08/2020,East,FALSE,
9000703,24/06/2020,2956,48.03,25/07/2020,West,FALSE,
9000704,24/06/2020,3851,28.22,27/07/2020,East,FALSE,
9000705,24/06/2020,3084,25.19,16/07/2020,London,FALSE,
9000706,24/06/2020,2991,73.61,04/07/2020,West,FALSE,
9000707,24/06/2020,1717,79.1,12/09/2020,North,FALSE,
9000708,24/06/2020,3157,15.67,28/06/2020,North,FALSE,
9000709,24/06/2020,1479,42.45,06/07/2020,London,FALSE,
9000710,24/06/2020,2922,-13.84,14/09/2020,North,FALSE,
9000711,24/06/2020,3615,-7.26,12/09/2020,West,FALSE,
9000712,24/06/2020,2607,43.43,17/07/2020,West,FALSE,
9000713,24/06/2020,2617,25.36,02/10/2020,East,FALSE,
9000714,24/06/2020,1709,8.42,10/09/2020,London,FALSE,
9000715,24/06/2020,1551,7.52,28/09/2020,East,FALSE,
9000716,25/06/2020,2567,64.3,28/09/2020,South,FALSE,
9000717,25/06/2020,1791,98.11,04/07/2020,East,FALSE,
9000718,25/06/2020,2555,48.91,27/06/2020,North,FALSE,
9000719,25/06/2020,2669,57.08,09/07/2020,London,FALSE,
9000720,25/06/2020,2883,26.98,17/08/2020,North,FALSE,
9000721,25/06/2020,2387,64.63,19/09/2020,West,FALSE,
9000722,25/06/2020,2168,33.86,05/08/2020,North,FALSE,
9000723,25/06/2020,2852,2.35,12/08/2020,North,FALSE,
9000724,25/06/2020,1537,91.92,31/07/2020,East,FALSE,
9000725,25/06/2020,1793,92.01,12/09/2020,London,FALSE,
9000726,25/06/2020,1410,18.79,27/08/2020,London,FALSE,
9000727,25/06/2020,3515,-2.49,09/07/2020,East,FALSE,
9000728,25/06/2020,1515,45.42,03/08/2020,London,FALSE,
9000729,25/06/2020,1312,40.06,17/08/2020,North,FALSE,
9000730,25/06/2020,3559,46.75,04/09/2020,West,FALSE,
9000731,25/06/2020,2911,39.74,05/08/2020,South,FALSE,
9000732,25/06/2020,2310,17.76,11/07/2020,West,FALSE,
9000733,25/06/2020,1263,41.7,23/08/2020,North,FALSE,
9000734,25/06/2020,2034,65.41,11/09/2020,East,FALSE,
9000735,25/06/2020,2450,54.04,24/09/2020,North,FALSE,
9000736,26/06/2020,3307,35.45,17/07/2020,North,FALSE,
9000737,26/06/2020,2888,29.85,16/08/2020,West,FALSE,
9000738,26/06/2020,1197,30.23,20/07/2020,London,FALSE,
9000739,26/06/2020,2545,13.38,30/06/2020,West,FALSE,
9000740,26/06/2020,1047,46.7,03/09/2020,East,FALSE,
9000741,26/06/2020,3493,64.31,20/09/2020,North,FALSE,
9000742,26/06/2020,2249,59.91,28/06/2020,East,FALSE,
9000743,26/06/2020,2340,39.83,12/09/2020,London,FALSE,
9000744,26/06/2020,1792,59.65,27/08/2020,North,FALSE,
9000745,26/06/2020,1507,51.55,27/06/2020,North,FALSE,
9000746,26/06/2020,3065,10.73,15/09/2020,South,FALSE,
9000747,26/06/2020,1374,8.01,02/09/2020,East,FALSE,
9000748,26/06/2020,3568,-16.63,23/08/2020,North,FALSE,
9000749,26/06/2020,2642,-17.91,18/09/2020,East,FALSE,
9000750,26/06/2020,2276,29.44,09/07/2020,North,FALSE,
9000751,26/06/2020,3976,-19.42,01/10/2020,London,FALSE,
9000752,26/06/2020,2776,27.12,07/08/2020,South,FALSE,
9000753,26/06/2020,3150,-5.08,05/09/2020,North,FALSE,
9000754,26/06/2020,1926,35.44,17/09/2020,North,FALSE,
9000755,26/06/2020,1686,12.41,08/08/2020,West,FALSE,
9000756,26/06/2020,3112,30.85,17/08/2020,London,FALSE,
9000757,27/06/2020,3553,74.46,14/09/2020,South,FALSE,
9000758,27/06/2020,1021,23.88,22/07/2020,East,FALSE,
9000759,27/06/2020,2503,9.82,09/09/2020,East,FALSE,
9000760,27/06/2020,3413,-24.99,13/07/2020,East,FALSE,
9000761,27/06/2020,3497,-48.78,09/07/2020,South,FALSE,
9000762,27/06/2020,2624,60.98,02/10/2020,East,FALSE,
9000763,27/06/2020,3132,56.29,28/09/2020,North,FALSE,
9000764,27/06/2020,1598,19.24,30/09/2020,West,FALSE,
9000765,27/06/2020,1865,-14.43,01/08/2020,East,FALSE,
9000766,27/06/2020,1868,43.64,03/08/2020,North,FALSE,
9000767,27/06/2020,1290,17.03,14/09/2020,West,FALSE,
9000768,27/06/2020,2993,28.82,23/09/2020,North,FALSE,
9000769,27/06/2020,3379,58.42,13/08/2020,East,FALSE,
9000770,27/06/2020,1817,2.77,19/09/2020,West,FALSE,
9000771,27/06/2020,1793,11.3,16/08/2020,London,FALSE,
9000772,27/06/2020,2886,13.28,27/09/2020,North,FALSE,
9000773,27/06/2020,1697,12,30/08/2020,North,FALSE,
9000774,27/06/2020,2886,-2.64,20/09/2020,North,FALSE,
9000775,28/06/2020,1388,42.2,15/08/2020,East,FALSE,
9000776,28/06/2020,2053,44.99,27/09/2020,East,FALSE,
9000777,28/06/2020,2611,20.51,27/07/2020,North,FALSE,
9000778,28/06/2020,1072,56,01/10/2020,South,FALSE,
9000779,28/06/2020,1255,47.59,30/08/2020,South,FALSE,
9000780,28/06/2020,1883,22.51,14/09/2020,East,FALSE,
9000781,28/06/2020,2879,14.44,18/07/2020,London,FALSE,
9000782,28/06/2020,3637,51.03,25/09/2020,East,FALSE,
9000783,28/06/2020,1321,34.75,20/09/2020,West,FALSE,
9000784,28/06/2020,3171,47.32,12/08/2020,London,FALSE,
9000785,28/06/2020,1447,29.62,28/07/2020,West,FALSE,
9000786,28/06/2020,3953,53.55,16/08/2020,East,FALSE,
9000787,28/06/2020,3353,22.75,14/07/2020,East,FALSE,
9000788,28/06/2020,2406,36.72,11/08/2020,London,FALSE,
9000789,28/06/2020,3039,41.18,29/09/2020,East,FALSE,
9000790,28/06/2020,2534,62.23,27/09/2020,West,FALSE,
9000791,28/06/2020,1406,46.49,07/07/2020,South,FALSE,
9000792,28/06/2020,3567,24.29,02/10/2020,East,FALSE,
9000793,28/06/2020,2435,37.34,27/09/2020,London,FALSE,
9000794,29/06/2020,2079,50.25,19/07/2020,North,FALSE,
9000795,29/06/2020,2989,1.39,29/07/2020,East,FALSE,
9000796,29/06/2020,2588,18.69,11/07/2020,South,FALSE,
9000797,29/06/2020,3756,12.89,30/07/2020,East,FALSE,
9000798,29/06/2020,1937,-4.82,15/07/2020,London,FALSE,
9000799,29/06/2020,3814,55.92,14/09/2020,North,FALSE,
9000800,29/06/2020,3105,70.07,05/09/2020,North,FALSE,
9000801,29/06/2020,1827,26.71,13/07/2020,East,FALSE,
9000802,29/06/2020,2089,8.34,12/08/2020,South,FALSE,
9000803,29/06/2020,3141,77.56,06/08/2020,South,FALSE,
9000804,29/06/2020,1584,65.06,15/08/2020,North,FALSE,
9000805,29/06/2020,1966,53.34,06/09/2020,South,FALSE,
9000806,29/06/2020,2598,40.47,23/09/2020,South,FALSE,
9000807,29/06/2020,3958,14.19,10/08/2020,West,FALSE,
9000808,29/06/2020,2184,42.12,04/07/2020,West,FALSE,
9000809,29/06/2020,2078,18.47,31/07/2020,West,FALSE,
9000810,29/06/2020,2014,54.44,05/07/2020,East,FALSE,
9000811,29/06/2020,1824,41.59,28/08/2020,London,FALSE,
9000812,29/06/2020,1341,55.38,24/09/2020,South,FALSE,
9000813,29/06/2020,3955,36,05/08/2020,East,FALSE,
9000814,30/06/2020,1995,23,22/07/2020,South,FALSE,
9000815,30/06/2020,2219,34.83,12/09/2020,North,FALSE,
9000816,30/06/2020,1664,12.84,26/09/2020,South,FALSE,
9000817,30/06/2020,3577,48.99,02/08/2020,West,FALSE,
9000818,30/06/2020,3735,26.63,23/07/2020,North,FALSE,
9000819,30/06/2020,1782,-8.51,22/09/2020,West,FALSE,
9000820,30/06/2020,2908,-42.55,02/08/2020,North,FALSE,
9000821,30/06/2020,1271,17.23,05/08/2020,West,FALSE,
9000822,30/06/2020,2263,57.45,05/10/2020,East,FALSE,
9000823,30/06/2020,2057,12.44,17/09/2020,West,FALSE,
9000824,30/06/2020,1243,87.83,06/08/2020,London,FALSE,
9000825,30/06/2020,2244,53.13,30/09/2020,London,FALSE,
9000826,30/06/2020,3836,102.71,09/08/2020,East,FALSE,
9000827,30/06/2020,1202,14.58,31/08/2020,West,FALSE,
9000828,30/06/2020,1997,66.84,27/09/2020,London,FALSE,
9000829,30/06/2020,1797,76.25,04/08/2020,South,FALSE,
9000830,30/06/2020,2436,-17.07,31/08/2020,South,FALSE,
9000831,30/06/2020,3804,24.3,14/09/2020,West,FALSE,
9000832,30/06/2020,2841,-36.39,06/09/2020,South,FALSE,
9000833,30/06/2020,1378,57.19,11/07/2020,West,FALSE,
9000834,30/06/2020,2674,74.14,20/07/2020,East,FALSE,
9000835,01/07/2020,1832,-17.88,03/09/2020,London,FALSE,
9000836,01/07/2020,2785,12.97,16/07/2020,North,FALSE,
9000837,01/07/2020,2869,51.2,28/08/2020,South,FALSE,
9000838,01/07/2020,3322,14.77,06/07/2020,East,TRUE,
9000839,01/07/2020,1269,35.88,31/07/2020,East,FALSE,
9000840,01/07/2020,1993,63,21/08/2020,South,FALSE,
9000841,01/07/2020,2390,53.46,15/09/2020,East,FALSE,
9000842,01/07/2020,2432,25.97,03/08/2020,North,FALSE,
